source	target	depth
geolibertarianism	neoclassical liberalism	3
geolibertarianism	poverty reduction	3
geolibertarianism	radical centrism	3
geolibertarianism	single tax	3
geolibertarianism	sustainable development	3
geolibertarianism	tax shift	3
geolibertarianism	tragedy of the anticommons	3
geolibertarianism	value capture	3
givedirectly	effective altruism	3
equality of outcome	anarcho-communism	3
equality of outcome	classless society	3
equality of outcome	distributive justice	3
equality of outcome	egalitarianism	3
equality of outcome	equality under the law	3
equality of outcome	income inequality metrics	3
equality of outcome	inequity aversion	3
equality of outcome	relative deprivation	3
fairtax	americans for fair taxation	3
fairtax	consumption tax	3
fairtax	debates within libertarianism	3
fairtax	georgism	3
fairtax	land value tax	3
fairtax	hall–rabushka flat tax	3
fairtax	optimal tax	3
fairtax	single tax	3
fairtax	tax reform	3
fairtax	tax shift	3
economic, social and cultural rights	constitutionalism	3
economic, social and cultural rights	constitutional economics	3
economic, social and cultural rights	rule according to higher law	3
economic, social and cultural rights	human security	3
economic, social and cultural rights	international labour standard	3
economic, social and cultural rights	millennium development goals	3
economic, social and cultural rights	social responsibility	3
economic, social and cultural rights	social rights	3
economic, social and cultural rights	three generations of human rights	3
economic, social and cultural rights	welfare rights	3
citizen's dividend	asset-based egalitarianism	3
citizen's dividend	basic income	3
citizen's dividend	fee and dividend	3
citizen's dividend	geolibertarianism	3
citizen's dividend	georgism	3
citizen's dividend	global resources dividend	3
citizen's dividend	land value tax	3
citizen's dividend	left-libertarianism	3
citizen's dividend	prosperity bonus	3
citizen's dividend	social dividend	3
citizen's dividend	sovereign wealth fund	3
cash transfers	basic income	3
cash transfers	humanitarian aid	3
cash transfers	conditional cash transfer	3
cash transfers	overseas development institute	3
cash transfers	givedirectly	3
automation and the future of jobs	automation	3
automation and the future of jobs	technological unemployment	3
strong artificial intelligence	automated machine learning	3
strong artificial intelligence	machine ethics	3
strong artificial intelligence	multi-task learning	3
strong artificial intelligence	superintelligence: paths, dangers, strategies	3
strong artificial intelligence	nick bostrom	3
strong artificial intelligence	eliezer yudkowsky	3
strong artificial intelligence	future of humanity institute	3
strong artificial intelligence	artificial brain	3
strong artificial intelligence	transfer learning	3
strong artificial intelligence	general game playing	3
strong artificial intelligence	synthetic intelligence	3
strong artificial intelligence	intelligence amplification	3
philosophy of artificial intelligence	ai takeover	3
philosophy of artificial intelligence	artificial brain	3
philosophy of artificial intelligence	artificial consciousness	3
philosophy of artificial intelligence	artificial intelligence	3
philosophy of artificial intelligence	brain	3
philosophy of artificial intelligence	chatterbot	3
philosophy of artificial intelligence	chinese room	3
philosophy of artificial intelligence	computational theory of mind	3
philosophy of artificial intelligence	computing machinery and intelligence	3
philosophy of artificial intelligence	dreyfus' critique of artificial intelligence	3
philosophy of artificial intelligence	existential risk from advanced artificial intelligence	3
philosophy of artificial intelligence	functionalism (philosophy of mind)	3
philosophy of artificial intelligence	multi-agent system	3
philosophy of artificial intelligence	philosophy of computer science	3
philosophy of artificial intelligence	philosophy of information	3
philosophy of artificial intelligence	philosophy of mind	3
philosophy of artificial intelligence	physical symbol system	3
philosophy of artificial intelligence	simulated reality	3
philosophy of artificial intelligence	superintelligence: paths, dangers, strategies	3
philosophy of artificial intelligence	synthetic intelligence	3
intelligent personal assistant	applications of artificial intelligence	3
intelligent personal assistant	chatbot	3
intelligent personal assistant	conversational user interface	3
intelligent personal assistant	computer facial animation	3
intelligent personal assistant	expert system	3
intelligent personal assistant	home network	3
intelligent personal assistant	intelligent agent	3
intelligent personal assistant	knowledge navigator	3
intelligent personal assistant	microsoft office assistant	3
intelligent personal assistant	natural language processing	3
intelligent personal assistant	simulated reality	3
intelligent personal assistant	software agent	3
intelligent personal assistant	wizard (software)	3
history of artificial intelligence	progress in artificial intelligence	3
history of artificial intelligence	timeline of artificial intelligence	3
history of artificial intelligence	history of natural language processing	3
history of artificial intelligence	timeline of machine learning	3
multi-agent system	comparison of agent-based modeling software	2
